continent,country,state,city,postal_code,latitude,longitude,timezone,address,region
,,Pennsylvania,Mitchellton,71936,-47.7177055,,Pacific/Nauru,"351 Fuentes Ramp, South Tracyside, PW 73037",PA
Asia,Belarus,Alaska,East Jordanberg,60667,61.139434,-116.879991,Africa/Douala,,NM
South America,French Guiana,Maryland,Adamsborough,82070,85.331547,-20.142491,Asia/Seoul,,WI
,Austria,Washington,New Amberton,19675,-76.8504655,1.727101,Africa/Cairo,"934 Amanda Shore Apt. 367, East Carolynburgh, GA 31514",ME
Europe,Guyana,Delaware,South Nicholas,52125,2.3303425,62.135583,Europe/Sarajevo,"PSC 0267, Box 7071, APO AA 40177",AK
Antarctica,Trinidad and Tobago,New Hampshire,South Kimberly,58788,24.1661855,-172.610272,Africa/Lusaka,"6706 Katherine Mission, Stevenmouth, MO 67828",OK
Asia,Sierra Leone,Nevada,Meyermouth,87343,82.4674785,-138.165223,Africa/Addis_Ababa,,NJ
Antarctica,Kenya,Kansas,North Carlosbury,11502,,-169.196740,Asia/Vientiane,"03220 Mathews Lodge Apt. 951, Samuelview, RI 68290",VA
Antarctica,Hong Kong,Colorado,Christinaview,,52.3981435,112.505283,Europe/Vilnius,"084 Ochoa Station, Port Bob, MP 22546",
,Greece,Massachusetts,Robertfort,73762,-14.7458285,5.589781,Africa/Luanda,"74477 Michael Highway, East Susanview, VI 43537",PR
Australia,Brunei Darussalam,New Mexico,South Chloe,16723,-70.844586,-93.557754,Africa/Accra,"31963 Montoya Cliff, Port Christinetown, ND 67043",AL
North America,Vanuatu,Missouri,Jeremyberg,28389,58.5304295,-58.861345,,"799 Laura Cliff, Ashleymouth, HI 60750",
Europe,Jersey,,Daisyborough,14693,22.109046,19.604444,Europe/Podgorica,,NH
Africa,Marshall Islands,Idaho,,02704,17.310876,-135.993664,Africa/Khartoum,,MA
Europe,France,Arizona,,85669,-65.594485,-88.908339,Africa/Johannesburg,"20004 Flores Mountain, Nielsenberg, GU 67798",MH
South America,Suriname,Louisiana,Port Thomas,58540,-7.9428105,-49.006862,Africa/Dakar,"7798 Gutierrez Trail, Lake Samanthaview, NY 06628",VT
Australia,Kuwait,Connecticut,Johnsonberg,93227,25.0419645,,Pacific/Kosrae,"Unit 2397 Box 1320, DPO AA 29567",KS
North America,Namibia,Indiana,,13494,,-179.520286,Pacific/Apia,,ME
Africa,Colombia,Washington,Josephhaven,41716,82.4261935,179.722054,Asia/Tokyo,"89244 Meghan Curve Apt. 593, Pughside, NC 05764",CO
Africa,Vanuatu,,South Erictown,83300,47.0155995,-79.458452,Pacific/Funafuti,"8789 Vazquez Heights, Castroville, NM 41834",NY
Africa,Palestinian Territory,Virginia,Lake Nicholasburgh,57741,-38.140687,,Asia/Colombo,"039 Rachel Brook, South David, MD 84986",AL
Antarctica,Macao,Florida,Lake Kimberly,42956,-44.8611475,104.127809,Africa/Tunis,"06295 Adams Mountains Apt. 371, Joyceburgh, HI 03073",CT
,Lao People's Democratic Republic,Kansas,South Valeriehaven,68065,44.246935,-125.975416,Europe/Sarajevo,"885 Steven Spring Suite 850, Mcintyrestad, IL 18495",AR
Asia,Pakistan,North Dakota,North Robert,68330,57.905373,-13.742051,Africa/Luanda,"PSC 1742, Box 4579, APO AP 33974",LA
Antarctica,Congo,Kentucky,,51837,10.880528,86.387175,Africa/Porto-Novo,"78820 Sullivan Camp, Port Sharon, FL 45589",
,Lebanon,Oregon,West Laura,,-18.7161715,-108.389065,Africa/Malabo,"0186 Michael Row Suite 641, South Robert, TN 35742",RI
Asia,Venezuela,New Hampshire,West Christopherville,34733,82.898034,-121.156930,Asia/Bahrain,,MH
Europe,Malaysia,Alabama,North Laura,32821,34.8036465,94.316070,,,AZ
North America,Cameroon,Oregon,,68869,-88.6049585,,Europe/Oslo,"Unit 6044 Box 6793, DPO AP 60869",MO
Africa,Burundi,Alaska,Loritown,40678,-84.5205735,-152.395762,America/La_Paz,"4905 Jon Stream Suite 018, Elizabethborough, VI 48471",OR
Antarctica,Colombia,Rhode Island,East Michaelside,48158,,,Atlantic/Reykjavik,"3199 Smith Ridge Apt. 136, North Sarah, MT 73641",DE
South America,Saint Lucia,,Wagnerport,82998,60.748383,-1.167298,Africa/Monrovia,"52176 Gary Glen, North Vanessafurt, WI 01787",GA
South America,Liechtenstein,Arizona,Robinsonport,23375,-75.4861685,,Asia/Choibalsan,"0327 Mark Islands, Davisville, ME 82396",LA
Europe,New Caledonia,Montana,North Cynthiaview,53367,17.946337,-108.992278,Africa/Tunis,"27247 Peter Mountains Suite 717, Keithstad, LA 82943",OR
Asia,Guinea,Pennsylvania,Port Trevor,,-7.997239,-24.283722,Asia/Dhaka,"5587 Brenda Hills Apt. 871, East Veronica, RI 11195",GA
North America,Albania,Hawaii,Deanfort,14779,-71.395393,49.258223,Africa/Conakry,"893 Stewart Pines, Port Corey, LA 46098",NV
,Spain,Colorado,Kimberlyville,19134,68.368710,112.170911,Asia/Dushanbe,"305 Jordan Vista Suite 886, Beckershire, AS 55133",WV
,Kiribati,Mississippi,Lopezborough,65133,,-123.408382,Africa/Lagos,"USCGC Williams, FPO AP 21804",WA
Africa,Burkina Faso,Hawaii,Stephenshire,86280,24.505117,-56.708141,Asia/Kamchatka,"9487 Russell Avenue, Powersfurt, LA 20998",AL
Antarctica,Ecuador,South Dakota,Thomasland,47360,-46.305443,-114.910991,America/La_Paz,"81745 Byrd Expressway Suite 056, New Johnville, AL 39531",AR
Africa,Singapore,New Hampshire,Port Annfurt,,36.151035,92.756287,Europe/Sofia,"Unit 3738 Box 1820, DPO AP 60786",PW
Antarctica,Ireland,Idaho,West Mariamouth,54209,,-106.015095,Africa/Lusaka,"935 Samantha Squares Suite 009, South Kimberlymouth, WV 03883",VA
Australia,Guinea-Bissau,Indiana,South Rebeccachester,55162,-54.461690,146.544951,Europe/Zurich,"427 Beck Bridge Suite 350, Port Amandashire, MT 32653",CA
Australia,Tanzania,Washington,Port Cynthia,,12.6672505,-125.234441,Africa/Lome,"1200 Suarez Cliffs Suite 319, South Thomas, IN 27264",PR
,Wallis and Futuna,New York,Port Edwardton,53745,-24.664734,-153.232823,Africa/Accra,"752 Jennifer Pine Apt. 056, New Christopher, MI 13334",DE
Africa,Guinea,South Carolina,Port Aaronmouth,87057,-76.3441675,-48.489136,,"892 Bates Union, Bellmouth, FM 53344",FM
Australia,Equatorial Guinea,Alabama,Calhounton,21203,-77.591438,-64.675716,,"67592 Lucas Ramp Apt. 899, Lake Roseland, DE 05003",AZ
Asia,Mozambique,South Carolina,Stewartstad,53727,-10.5301075,,Africa/Ndjamena,"78910 Miller Expressway, Saundersbury, WV 38899",MH
North America,Cuba,Colorado,Villegastown,13521,-48.6936025,-12.416637,Asia/Colombo,"753 Crawford Stream, Brittanyton, MI 66138",SD
Antarctica,Mongolia,North Carolina,Michaelbury,88593,-44.032913,-100.076676,Europe/Warsaw,"74156 Patterson Park Suite 522, Russellshire, ID 02551",NC
Antarctica,Uzbekistan,Oregon,Maryland,90007,85.3334225,125.995280,Europe/Amsterdam,"0918 Hansen Loaf Suite 409, Brandonborough, PR 64347",OK
Africa,Turks and Caicos Islands,Kansas,Frostberg,76969,63.380118,66.113037,Africa/Ndjamena,"35684 Krueger Glen Suite 894, West Beckyfurt, GA 00704",KY
Australia,Solomon Islands,,Lake Madisonland,86717,,,Asia/Damascus,"045 Robles Turnpike, Lindsayberg, DE 07247",MA
Africa,Bangladesh,Alaska,Lake Leonard,03537,-8.7464875,-68.128823,America/El_Salvador,,CO
,Macao,Washington,Hartmanville,35755,-16.0656275,12.413004,Africa/Blantyre,"37341 Andrea Plain, Mccormickfurt, OR 61939",AZ
Australia,Somalia,Delaware,Port Brittany,84283,-50.0824565,70.814108,Africa/Maputo,"767 Hill Groves Apt. 287, Frederickberg, IN 03989",ND
South America,Sierra Leone,Utah,,35048,1.943321,99.411315,Europe/Monaco,"USNS Evans, FPO AE 82148",TX
Antarctica,Marshall Islands,Massachusetts,Lake Michelehaven,68073,81.0308105,175.658977,Europe/Istanbul,"83968 Carter Radial Suite 289, Mariaville, VT 11834",VA
South America,United States of America,Connecticut,Port Davidstad,97472,-29.572003,-117.902113,Africa/Maseru,"015 Mark Manor, Castillochester, WI 73323",HI
South America,Samoa,Maryland,Port Anthony,26518,-16.0668115,-5.007464,America/Guayaquil,"601 Beth Estates, Connieland, ID 93957",
South America,Reunion,Illinois,Josephview,39618,,-45.633558,Africa/Lagos,"8850 Martinez Ports Suite 381, East Jessicachester, MS 47835",HI
Australia,Ecuador,South Carolina,New Kimberly,49732,-87.5235775,-48.107845,Africa/Blantyre,"10510 Kevin Lights Apt. 211, Port Ronaldhaven, HI 51198",
Australia,Burkina Faso,Arizona,East Raymondbury,78615,-45.310237,-31.872486,Europe/Helsinki,"1236 Jesus Harbors Apt. 223, North Margaret, KS 09891",NM
North America,Oman,Delaware,Beckerfurt,52080,,159.370854,Pacific/Majuro,"8556 Donald Route, South Jeffreyton, DE 83631",GU
South America,Sierra Leone,New Hampshire,Alexanderside,01514,83.821048,72.502721,Africa/Asmera,"00358 Ryan Trail Apt. 500, Harrellport, PA 04767",GU
South America,Armenia,Minnesota,Smithbury,87027,-84.644521,129.142513,Asia/Baku,"880 Jackson Divide Apt. 338, Cruztown, FM 84405",NH
Australia,Central African Republic,Colorado,Gregoryton,98651,24.923308,-92.018051,Asia/Saigon,"Unit 7230 Box 0177, DPO AE 16425",
Antarctica,Brunei Darussalam,Georgia,Jacquelinefurt,65529,57.9040005,156.460893,Asia/Riyadh,"50328 Heather Cliff, New Tristanbury, NH 94009",DE
North America,Christmas Island,Missouri,,21052,-13.732429,-178.662826,Europe/Brussels,"9856 Joseph Court, Port Lisafort, MO 76051",
Antarctica,Singapore,,Lake Kristina,21786,-3.676139,0.226413,America/Goose_Bay,"3564 Jason Lane, North Joshua, PA 14201",FM
Australia,Taiwan,Utah,Clarkfort,42684,39.1956855,-147.821713,Pacific/Efate,"502 Mark Trace, South David, AZ 61686",MI
North America,South Georgia and the South Sandwich Islands,Vermont,East Tommyburgh,12404,-39.8226035,-47.834858,,"USNV Thomas, FPO AE 47362",PW
Australia,Dominican Republic,Alabama,West Johnhaven,99321,,150.627111,Europe/Brussels,"45111 Edward Lakes, Port Laura, GU 24737",OH
Africa,Mauritania,Mississippi,Robinsonborough,96716,-72.801846,10.107579,Europe/Brussels,"827 Adam Lakes, Lauriefort, AR 92230",IL
Africa,Germany,New York,Toddview,82228,-74.7315045,89.622360,Asia/Nicosia,"919 Nancy Rapid Apt. 415, Tabithaberg, PR 60755",NE
Antarctica,Papua New Guinea,Colorado,East Sarahfurt,56595,29.8492475,-178.008699,Africa/Accra,"660 Ryan Harbors Suite 543, Hernandezton, LA 08413",WV
Africa,Costa Rica,Wyoming,East Timothyland,03281,-62.3344495,116.839992,Europe/Sofia,"42233 Mary Harbor Suite 825, North Jonathanville, CT 24783",HI
North America,Namibia,Oklahoma,Christopherton,88600,,94.166755,Africa/Kigali,"60345 Laura Ridge, Michaeltown, KY 62145",
North America,United States Virgin Islands,Hawaii,South Sonyaport,19041,61.078358,-17.575629,America/Detroit,"1411 Katrina Manors Apt. 107, East Rebeccaborough, ME 74374",NV
Antarctica,Kuwait,Rhode Island,East Austinton,64526,83.591405,13.121650,America/Paramaribo,"4628 Deleon Shoals Apt. 340, Melissaville, ID 96072",
Africa,Denmark,New York,Jacquelinemouth,98772,-79.6715765,-97.168804,Europe/Sarajevo,"42399 Caldwell Loop Apt. 646, West Jenniferland, AL 32306",VT
South America,Tokelau,Washington,Walkerborough,86679,-56.0860735,-4.547282,America/Montevideo,"14891 Lopez Glen, Johnland, GU 03595",FM
South America,United Kingdom,Rhode Island,Kimberlyville,90984,-66.898586,,America/St_Lucia,"236 May River Apt. 691, Lake Jeff, HI 45801",IA
,South Africa,Virginia,North Carmenville,77434,-80.806529,7.309741,Africa/Kinshasa,"406 Fischer Springs, North Lisafurt, MI 30673",DC
South America,Cocos (Keeling) Islands,Kansas,Sabrinabury,17192,-22.509772,-95.674494,America/Indiana/Marengo,"3626 Bailey Glens Apt. 553, New Kirsten, AL 49628",DE
North America,Niue,Oregon,South Luke,21279,27.265331,-175.358036,,,GA
North America,Jamaica,North Carolina,Johnsonfurt,41054,84.8130025,-61.674377,Europe/Skopje,"4723 Berg Curve Apt. 832, North Carol, SC 94436",
Europe,Iraq,Illinois,,11766,-29.320334,163.667918,Europe/Chisinau,,
Australia,British Virgin Islands,Nevada,Whiteview,66817,45.651794,-116.441012,Asia/Yerevan,"6332 Emma Dam, Mooreport, VA 94074",TX
Asia,Libyan Arab Jamahiriya,Rhode Island,North Penny,05671,,-178.609787,America/Havana,"499 Yates Passage Apt. 249, Roseberg, IA 92712",MA
Africa,Guatemala,Iowa,East Gregoryfurt,23039,55.751297,-134.593156,Asia/Urumqi,,
South America,South Georgia and the South Sandwich Islands,Connecticut,Priceshire,73441,-39.0585755,107.820249,Africa/Abidjan,"0313 Sharp Brook Apt. 900, South Krystal, HI 23116",
Australia,Grenada,Vermont,Port Jessica,74242,-44.743664,-80.937491,,"Unit 6346 Box 0846, DPO AA 44566",MA
South America,Congo,Maryland,Alantown,57094,-55.7862855,-107.811811,Africa/Lagos,"1034 Mary Route, South Shawnhaven, TX 97461",NV
South America,Guadeloupe,Ohio,West Margaret,26961,22.917585,109.357039,Europe/Budapest,"217 Arellano Knoll, Randallhaven, MT 07573",PW
Australia,Latvia,Massachusetts,East Deborahfort,34456,-75.561472,-158.619583,,"49786 Phillip Corner, East Susan, MH 82506",DE
Africa,Mongolia,Hawaii,Stacybury,,36.6678695,,Europe/Bucharest,,AK
Asia,North Macedonia,North Dakota,Marymouth,43990,71.789584,-68.913397,Asia/Phnom_Penh,"12142 Owen Skyway, Lake Luismouth, GA 21391",AS
Europe,Ireland,Rhode Island,Lozanoland,50463,10.0941945,13.062221,Europe/Luxembourg,"708 Lynn Island Suite 744, North Christinachester, LA 78487",HI
Asia,Slovenia,North Dakota,South Matthew,58817,70.838126,-1.864241,America/St_Lucia,"66039 Alexander Corner Apt. 843, Port Anne, MH 70020",UT
South America,Cameroon,Oregon,Whiteburgh,66558,84.204236,,America/Santo_Domingo,"0990 Mccarthy Cliff Suite 091, New Pamelaborough, NC 19946",MO
North America,,Virginia,Henryville,21994,-46.6335025,-83.628695,,"USCGC Hamilton, FPO AP 94712",KY
Africa,Bolivia,Rhode Island,Port Laura,34520,-15.3266705,-153.272581,Indian/Antananarivo,"3319 Justin Junctions, Patrickfurt, NY 57036",GU
Antarctica,Azerbaijan,Pennsylvania,South Alexandria,95063,-79.2714885,-5.303677,Europe/Malta,"910 Kenneth Forest Suite 289, New Markburgh, CA 39196",NY
Antarctica,Sierra Leone,South Dakota,Bradymouth,,-2.489020,6.737804,Asia/Aden,"26367 Townsend Parkway, Timothyland, UT 58600",
Europe,Mozambique,Connecticut,New Allenshire,59725,-84.252424,2.409135,Pacific/Efate,"83492 Jean Centers, North Philipville, RI 11134",NY
Antarctica,United States of America,Pennsylvania,,89578,11.433556,-21.355806,Africa/Blantyre,"Unit 6669 Box 9527, DPO AE 26283",CA
,Monaco,Massachusetts,South Mitchell,68034,-63.6896915,-157.511778,America/La_Paz,"7582 Albert Fork, Hallport, MO 91586",PA
North America,Israel,Connecticut,New Seanfort,74133,18.7792365,15.288521,Africa/Porto-Novo,"134 Robinson Isle, East Patriciaville, VA 12550",OH
Asia,Bangladesh,Indiana,South Victoriaport,52659,-39.712206,-10.200075,Europe/London,"7389 Valerie Skyway Suite 064, Brownview, MP 15323",MO
Asia,Bhutan,North Carolina,South Cherylmouth,58985,,2.962435,Africa/Bujumbura,"USNV Miller, FPO AA 28363",KS
North America,Montserrat,Idaho,Hermanchester,,-23.0279635,-130.397906,Africa/Gaborone,"2994 Phelps Mountain Suite 386, Lake Tiffany, RI 05741",VA
South America,Spain,Washington,East Joseph,52564,72.3307655,-120.573041,Pacific/Nauru,"0542 Albert Key Apt. 104, Danielport, GA 62712",CT
Antarctica,Sudan,Missouri,Matthewport,40912,-43.0645095,14.517091,Africa/Harare,"9130 Barbara Curve, Julieberg, PR 85791",GA
Africa,Monaco,Oklahoma,West Karenfort,,71.934294,-143.543137,Indian/Mauritius,,DC
,Niger,Pennsylvania,East Christopher,52328,36.5935545,,Asia/Vientiane,"127 Christopher Streets, Elizabethborough, TN 36265",NC
Europe,Botswana,Tennessee,East Brandihaven,35693,82.775251,-21.807497,America/Antigua,"2116 Page Ville, Amyburgh, MA 86583",NY
Europe,,Kansas,Karenton,19537,60.466100,-0.437230,Europe/Belgrade,"65941 Hampton Rue Suite 055, Taylorchester, NV 20255",KS
Australia,Slovenia,Alaska,Juanview,31169,81.911116,10.155330,Africa/Maputo,,IA
South America,,Connecticut,West Amberland,51484,57.058269,137.261135,Europe/Tirane,"455 Ashley Bridge Apt. 161, West Sophialand, MD 10659",ME
Africa,Iceland,Nebraska,East Regina,83446,86.351271,59.460296,Asia/Beirut,"671 Mcdonald Vista Suite 981, Port Teresaburgh, SC 12998",PR
Europe,Qatar,Montana,Barnesstad,74453,,,Pacific/Truk,"18053 Brooke Views, New Steven, PW 87404",AK
North America,Andorra,Delaware,Emilyland,,20.316769,135.927979,Europe/Sarajevo,"0051 Monica Glens Suite 708, Ericmouth, AS 31477",NH
South America,Palau,Pennsylvania,Nielsenville,01455,9.0971835,-14.189580,Africa/Dar_es_Salaam,"7708 Tiffany Way Apt. 694, Gonzalezton, MS 07285",
North America,Guyana,Connecticut,Anthonyside,,,,Asia/Dili,"0527 Pham Squares, Lanebury, KS 02769",SD
,Sierra Leone,West Virginia,Clarkton,86524,70.0196785,-147.603113,,"60249 Scott Station, Melanieland, MT 86602",FM
,Eritrea,Kentucky,Fullerborough,58018,-31.7156695,161.498419,Asia/Yerevan,"11481 Stefanie Cliff, Moonmouth, OR 91871",SD
North America,Botswana,California,Port Jenniferview,92456,42.251359,-3.242390,Asia/Taipei,"7939 Barry Isle Apt. 764, Zavalafort, NH 81856",AL
North America,Aruba,Vermont,Ruizhaven,42367,,108.709456,Asia/Choibalsan,"90029 Hebert Island Apt. 894, East Anne, MI 28029",SC
Africa,Hungary,Wyoming,New Shelby,23896,5.531624,85.726052,Africa/Algiers,"6680 Huffman Mission, Dunnview, GU 12096",NJ
Australia,Iceland,New Mexico,,92069,-59.3360855,,Europe/Tallinn,"Unit 4290 Box 3143, DPO AE 49743",FM
Africa,Haiti,Washington,Judithview,55243,6.368834,-94.768128,America/Nassau,"USS Cole, FPO AA 33617",MO
,Guinea,Massachusetts,Patriciamouth,03139,55.742014,123.863929,Africa/Bujumbura,"000 Valencia Viaduct, Greenemouth, HI 21538",MN
South America,,West Virginia,Port Brian,02678,-19.3471515,-20.077741,America/Argentina/Rio_Gallegos,"21939 Rodriguez Expressway, Williamsstad, MT 62646",NH
,Philippines,Florida,Griffinville,62226,41.6435345,-92.941040,Asia/Bahrain,"476 Cassandra Pike Apt. 845, Angelaborough, SD 71119",DC
Europe,Gabon,Louisiana,West Valerieton,33443,9.0400245,,,"PSC 2434, Box 1934, APO AE 49793",PA
Asia,Mali,Delaware,New Ryan,61402,61.593963,157.687524,Asia/Vientiane,"183 Johnson Ridges Suite 847, Kevinstad, MT 80900",HI
Asia,Cyprus,South Dakota,,25150,53.890896,,Africa/Bissau,"4222 Harris Points, Nicholasmouth, MO 34311",FL
Australia,Guernsey,Illinois,New Scott,42048,-67.7952195,104.133053,Europe/Istanbul,"38128 Nguyen Heights Apt. 043, Lake Heathermouth, DE 05760",DC
Asia,Croatia,California,Lake Jacqueline,31896,,11.914240,Asia/Tashkent,,OH
Asia,Dominica,Arizona,,06272,57.020643,147.603465,Africa/Kampala,"1446 Tina Prairie, West Randallbury, MP 18517",CA
,Italy,Wyoming,Port Jeffrey,68051,-61.5774855,92.857665,,"Unit 7078 Box 0112, DPO AP 95440",UT
Europe,Tuvalu,Maine,New Jaime,96856,9.703627,177.379895,Asia/Omsk,"3489 Guerrero Cove, Port David, AS 78634",ME
Antarctica,Congo,Idaho,New Harry,40320,,-115.886742,America/Jamaica,"1100 Mason Extensions Apt. 300, Latoyaberg, IN 66952",MN
North America,United States of America,Oregon,Hobbsmouth,81410,15.325778,-114.491876,Pacific/Fiji,,HI
,Comoros,Alabama,Lake Laurenland,25245,-74.062264,159.242898,Europe/Dublin,"89761 Parker Causeway, North Jesse, VI 69728",RI
Africa,Lao People's Democratic Republic,West Virginia,East Justinbury,88314,-55.495430,122.809475,,"020 Hanna Ridges, East Markstad, LA 55896",NM
,Denmark,Maryland,New Stacychester,47524,,-43.952649,Europe/Tirane,"516 Christensen Vista Apt. 982, Veronicafurt, NH 26311",NH
Australia,Ukraine,Texas,Lake Marilyn,08451,-16.1661415,-33.603877,Atlantic/Reykjavik,"44291 Crane Skyway, West Rachelburgh, MI 76612",
Australia,Canada,Wisconsin,East Willie,14980,59.6563505,120.029539,Africa/Mogadishu,"283 Martinez Hollow Apt. 016, Ryanstad, MI 75549",CA
Europe,Seychelles,,New Cameronfurt,95131,76.579635,135.888949,Europe/Bratislava,,
Africa,Palestinian Territory,,West Kevinshire,38704,-31.097562,-134.117840,America/Costa_Rica,"7330 Mcdonald Trail, Glennstad, NJ 48260",NE
,Chad,Florida,East Joshua,59678,6.0794645,99.328642,Europe/Belgrade,"2209 Marsh Trace, Ashleybury, TN 81256",NM
Africa,Cambodia,North Dakota,Davidbury,50572,,27.638323,,"80776 Cobb Hill Suite 194, Hahnhaven, NJ 68825",
Asia,Svalbard & Jan Mayen Islands,Nebraska,New Ethanstad,23281,22.857100,31.724768,Asia/Dili,"28988 Adams Overpass Apt. 500, Greeneland, GU 71985",ID
South America,Uganda,Louisiana,Derekview,65001,19.2241605,,Africa/Lome,,AZ
North America,Saint Martin,Indiana,New Jocelyn,69550,-58.1598525,49.262073,Europe/Minsk,"34364 Stewart Inlet Suite 754, West Melissaland, AK 75027",VA
Australia,Dominican Republic,,Haneyburgh,23583,18.8473925,47.751899,Europe/Istanbul,"797 Denise Shores Apt. 914, New Robertburgh, AL 15486",MA
Asia,Equatorial Guinea,Georgia,Bakerton,93933,16.6528185,,Europe/Prague,"48191 Ashley Fork Apt. 915, Kimberlyton, PW 84532",MN
Antarctica,Ethiopia,Utah,Rodriguezshire,27165,-61.5486925,-155.870008,America/Asuncion,"02909 Paul Locks Apt. 260, Salazarside, WV 23952",PW
Australia,French Guiana,Georgia,Port Barbaraport,04044,89.363491,-73.482078,America/Guyana,"4368 Cameron Mews, South Sandra, FM 48076",UT
North America,Togo,Minnesota,Port Jamesburgh,42778,-61.457453,-31.260511,America/Adak,"350 Carey Drive, Allenhaven, ID 62440",VA
South America,Iceland,Kentucky,Port Karlport,11811,-67.7018145,,Indian/Antananarivo,,
Asia,Vanuatu,Indiana,Lake Anne,,-45.6714385,-55.618545,America/Nassau,,ME
Antarctica,Ghana,West Virginia,Hernandeztown,50724,70.051717,31.024526,Indian/Maldives,,
South America,Antarctica (the territory South of 60 deg S),West Virginia,Ryanview,42758,39.3119325,,Asia/Phnom_Penh,,ND
North America,Eritrea,Louisiana,,04419,,69.213519,Europe/Chisinau,"06500 Jones Mission, Lake Kaitlinside, NM 07013",KY
Asia,,Wyoming,Lake Daniel,76850,-45.2709885,77.563587,America/St_Lucia,"9721 Elizabeth Crossing, North Deanna, MD 80279",ND
Europe,Latvia,Wyoming,Tamarabury,82973,-87.1675535,79.611824,America/St_Vincent,,AS
Antarctica,North Macedonia,New Mexico,Davidshire,60590,-12.7182955,,Pacific/Funafuti,"7606 Jonathan Shoals, Lake Teresaburgh, MI 73663",AR
,Malawi,Washington,Georgeberg,83220,30.891060,159.578345,America/Grenada,"88308 Dylan Port Apt. 987, New Johnnyburgh, TX 53266",
Antarctica,,Alabama,Scottburgh,,10.4356035,105.963497,,"6490 Mary Shores Suite 410, Bishophaven, OR 93623",
North America,Peru,Wyoming,West Jill,98032,86.8487625,,America/Caracas,"5872 Dean Shoal Suite 587, Johnfurt, OH 93227",DC
,French Polynesia,Nebraska,Lake Stacyland,98944,-59.1668365,-77.774350,America/Antigua,"11962 Phillips Burg Suite 812, New Richardview, MP 22988",MS
North America,Haiti,Vermont,West Beverlyside,73625,,-128.794796,Europe/Dublin,"PSC 4963, Box 8121, APO AP 06779",
Europe,,Delaware,Mendezmouth,,85.048585,-71.555521,Africa/Kinshasa,,
North America,Gabon,,South Kelly,41346,1.0920145,-128.773975,Asia/Beirut,"960 Connie Alley, Huangview, VT 94859",FL
South America,Guinea-Bissau,New York,Adrienneborough,81643,12.4703425,-141.528374,Asia/Saigon,"7837 Aaron River, Espinozafurt, LA 51118",DE
Antarctica,Swaziland,Alaska,,09172,-17.096993,6.427233,America/Caracas,,MD
Africa,Burkina Faso,Alaska,Jefferyburgh,52405,50.6367655,-75.068478,Pacific/Palau,,PR
North America,Solomon Islands,Kentucky,East Amandaview,,-30.893089,-103.571381,Atlantic/Madeira,"24445 Spencer Track Suite 748, Paulberg, AK 22182",NH
Antarctica,Fiji,Minnesota,South David,39323,1.179252,-29.519204,Asia/Damascus,"44384 Reed Brooks, Brianchester, GA 01813",DC
,Mexico,,Dunnport,86664,-71.1470965,48.204756,Asia/Hebron,"1421 Carpenter Villages Suite 155, Oconnorburgh, AK 29705",VT
Asia,Senegal,Montana,Port Georgeborough,41899,-33.6225075,-43.793479,America/St_Kitts,"8848 Brittany Manor, Lake Katiemouth, WA 95679",
Europe,,Ohio,Richardbury,94255,77.652538,-141.930918,,"3535 Madeline Turnpike Suite 610, Williamschester, VT 11606",NM
South America,Marshall Islands,West Virginia,New Cynthia,61936,,-104.131945,Europe/Warsaw,,PW
South America,Sweden,Rhode Island,Taylorhaven,,26.936677,104.049492,Europe/Sarajevo,"USNS Mcguire, FPO AE 25842",OK
Europe,Saint Barthelemy,Missouri,Alexaton,92532,-70.0315555,-43.583053,Asia/Brunei,"23242 Taylor Mill Suite 292, West Katherineland, UT 80911",AK
,Maldives,Massachusetts,Brandonshire,23368,72.436353,52.540922,Africa/Luanda,"09959 Anthony Islands Apt. 193, South Jamieland, NE 39273",
South America,,Pennsylvania,North Sherryview,62116,45.053112,151.221716,Africa/Johannesburg,"60986 Mcbride Passage Suite 752, Sarahville, UT 98597",AK
Africa,Indonesia,Missouri,Richardsonburgh,,77.512538,-91.956418,America/Belize,"4799 Smith Groves Apt. 334, Andrealand, SC 13743",RI
,Australia,Arizona,Christopherfort,62600,-35.593331,-28.064141,,"6120 Harris Mountains Apt. 028, Alexandermouth, MO 21257",DE
,Djibouti,Missouri,,28760,75.9399355,-18.757680,America/St_Lucia,"910 Mayer Lodge Suite 204, Craigstad, MS 38688",FL
Antarctica,Panama,Maine,Robynstad,60387,70.253748,-159.724328,America/Guatemala,"5477 Marshall Harbors Suite 932, Smithberg, PW 11800",HI
,Malaysia,Hawaii,North Elizabethport,12897,-65.1719235,-66.745236,Pacific/Funafuti,,PR
Africa,Central African Republic,North Dakota,,83876,-67.986007,-98.785940,Atlantic/Cape_Verde,"Unit 8716 Box 3971, DPO AE 79803",VI
North America,Christmas Island,West Virginia,,47102,-8.6329205,-153.083104,America/Montevideo,"5341 Jessica Station Suite 949, Alexisland, NC 19368",
Africa,Argentina,Florida,Turnerfurt,07452,7.393361,72.420113,Pacific/Apia,"69350 Reese Villages Suite 295, Arnoldton, MD 68828",PW
,Jordan,,Port Jonathan,,68.2917305,162.348949,Pacific/Auckland,"39756 Thomas Manor Apt. 454, Simmonsshire, NE 81039",MN
Antarctica,Albania,Idaho,New Michaelstad,03993,-76.5554415,17.513766,Africa/Maputo,,KS
Europe,Yemen,North Carolina,Martinside,15429,15.5678415,-129.268198,Pacific/Galapagos,,CO
